Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,month_val,day,month,day_val
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,May,Friday,5,4
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,May,Friday,5,4
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,May,Friday,5,4
5,2023-05-06,CUST005,Male,30,Beauty,2,50,100,May,Saturday,5,5
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,May,Saturday,5,5
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,May,Saturday,5,5
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,May,Saturday,5,5
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30,May,Saturday,5,5
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,May,Sunday,5,6
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,May,Sunday,5,6
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,May,Sunday,5,6
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,May,Sunday,5,6
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,May,Sunday,5,6
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,May,Monday,5,0
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,May,Monday,5,0
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,May,Monday,5,0
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,May,Monday,5,0
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,May,Monday,5,0
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,May,Monday,5,0
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,May,Tuesday,5,1
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,May,Tuesday,5,1
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,May,Tuesday,5,1
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,May,Wednesday,5,2
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,May,Wednesday,5,2
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,May,Thursday,5,3
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,May,Friday,5,4
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,May,Saturday,5,5
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,May,Saturday,5,5
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,May,Sunday,5,6
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,May,Sunday,5,6
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,May,Sunday,5,6
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,May,Monday,5,0
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,May,Monday,5,0
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,May,Monday,5,0
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,May,Tuesday,5,1
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,May,Tuesday,5,1
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,May,Tuesday,5,1
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900,May,Tuesday,5,1
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,May,Tuesday,5,1
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,May,Tuesday,5,1
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,May,Tuesday,5,1
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,May,Tuesday,5,1
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,May,Tuesday,5,1
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,May,Tuesday,5,1
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,May,Tuesday,5,1
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,May,Wednesday,5,2
81,2023-05-17,CUST081,Male,40,Electronics,1,50,50,May,Wednesday,5,2
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,May,Wednesday,5,2
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,May,Thursday,5,3
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50,May,Thursday,5,3
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,May,Friday,5,4
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000,May,Friday,5,4
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,May,Friday,5,4
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,May,Saturday,5,5
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,May,Saturday,5,5
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,May,Saturday,5,5
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,May,Sunday,5,6
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,May,Sunday,5,6
4,2023-05-21,CUST004,Male,37,Clothing,1,500,500,May,Sunday,5,6
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,May,Monday,5,0
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,May,Monday,5,0
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,May,Monday,5,0
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,May,Monday,5,0
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000,May,Tuesday,5,1
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,May,Tuesday,5,1
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,May,Tuesday,5,1
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,May,Tuesday,5,1
31,2023-05-23,CUST031,Male,44,Electronics,4,300,1200,May,Tuesday,5,1
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,May,Tuesday,5,1
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,May,Tuesday,5,1
37,2023-05-23,CUST037,Female,18,Beauty,3,25,75,May,Tuesday,5,1
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,May,Tuesday,5,1
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,May,Wednesday,5,2
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,May,Thursday,5,3
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,May,Thursday,5,3
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,May,Thursday,5,3
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,May,Friday,5,4
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,May,Friday,5,4
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,May,Friday,5,4
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,May,Saturday,5,5
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,May,Saturday,5,5
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,May,Saturday,5,5
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,May,Sunday,5,6
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200,May,Monday,5,0
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,May,Tuesday,5,1
915,2023-05-30,CUST915,Female,26,Beauty,3,30,90,May,Tuesday,5,1
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,May,Wednesday,5,2
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900,May,Wednesday,5,2
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,May,Wednesday,5,2
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,June,Thursday,6,3
902,2023-06-01,CUST902,Female,54,Beauty,1,50,50,June,Thursday,6,3
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,June,Thursday,6,3
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,June,Friday,6,4
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,June,Friday,6,4
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,June,Friday,6,4
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,June,Saturday,6,5
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,June,Saturday,6,5
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,June,Saturday,6,5
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,June,Sunday,6,6
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,June,Sunday,6,6
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,June,Sunday,6,6
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50,June,Sunday,6,6
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,June,Monday,6,0
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,June,Monday,6,0
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,June,Tuesday,6,1
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,June,Tuesday,6,1
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,June,Tuesday,6,1
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,June,Tuesday,6,1
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,June,Wednesday,6,2
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,June,Wednesday,6,2
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,June,Thursday,6,3
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,June,Thursday,6,3
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,June,Friday,6,4
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,June,Friday,6,4
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,June,Friday,6,4
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,June,Saturday,6,5
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,June,Saturday,6,5
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,June,Saturday,6,5
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,June,Saturday,6,5
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,June,Sunday,6,6
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,June,Sunday,6,6
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900,June,Sunday,6,6
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,June,Sunday,6,6
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000,June,Sunday,6,6
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,June,Monday,6,0
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,June,Tuesday,6,1
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,June,Wednesday,6,2
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,June,Thursday,6,3
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,June,Thursday,6,3
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,June,Friday,6,4
100,2023-06-16,CUST100,Male,41,Electronics,1,30,30,June,Friday,6,4
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,June,Saturday,6,5
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,June,Saturday,6,5
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,June,Saturday,6,5
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,June,Sunday,6,6
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,June,Monday,6,0
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,June,Monday,6,0
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,June,Monday,6,0
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,June,Monday,6,0
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,June,Monday,6,0
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,June,Tuesday,6,1
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,June,Tuesday,6,1
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,June,Wednesday,6,2
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,June,Wednesday,6,2
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,June,Thursday,6,3
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,June,Thursday,6,3
40,2023-06-22,CUST040,Male,45,Beauty,1,50,50,June,Thursday,6,3
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,June,Thursday,6,3
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,June,Friday,6,4
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,June,Friday,6,4
36,2023-06-24,CUST036,Male,52,Beauty,3,300,900,June,Saturday,6,5
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,June,Saturday,6,5
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,June,Saturday,6,5
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,June,Saturday,6,5
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,June,Saturday,6,5
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,June,Sunday,6,6
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,June,Monday,6,0
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200,June,Monday,6,0
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,June,Monday,6,0
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,June,Tuesday,6,1
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,June,Wednesday,6,2
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,June,Thursday,6,3
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,June,Thursday,6,3
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,June,Thursday,6,3
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,June,Friday,6,4
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,June,Friday,6,4
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,July,Saturday,7,5
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,July,Saturday,7,5
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,July,Saturday,7,5
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500,July,Saturday,7,5
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30,July,Monday,7,0
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,July,Monday,7,0
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,July,Tuesday,7,1
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50,July,Wednesday,7,2
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,July,Wednesday,7,2
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,July,Wednesday,7,2
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,July,Wednesday,7,2
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200,July,Thursday,7,3
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,July,Thursday,7,3
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,July,Thursday,7,3
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,July,Saturday,7,5
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,July,Saturday,7,5
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100,July,Sunday,7,6
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,July,Sunday,7,6
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,July,Sunday,7,6
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,July,Sunday,7,6
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,July,Tuesday,7,1
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,July,Tuesday,7,1
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,July,Wednesday,7,2
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100,July,Thursday,7,3
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100,July,Friday,7,4
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,July,Friday,7,4
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,July,Friday,7,4
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,July,Friday,7,4
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,July,Friday,7,4
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300,July,Friday,7,4
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,July,Friday,7,4
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,July,Friday,7,4
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,July,Friday,7,4
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,July,Friday,7,4
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,July,Saturday,7,5
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,July,Saturday,7,5
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,July,Sunday,7,6
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,July,Sunday,7,6
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,July,Monday,7,0
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,July,Monday,7,0
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,July,Wednesday,7,2
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,July,Wednesday,7,2
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,July,Wednesday,7,2
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,July,Wednesday,7,2
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,July,Friday,7,4
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,July,Saturday,7,5
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,July,Saturday,7,5
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,July,Sunday,7,6
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,July,Monday,7,0
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,July,Monday,7,0
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,July,Monday,7,0
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,July,Monday,7,0
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,July,Monday,7,0
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,July,Tuesday,7,1
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,July,Tuesday,7,1
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,July,Tuesday,7,1
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,July,Wednesday,7,2
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,July,Wednesday,7,2
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,July,Wednesday,7,2
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,July,Thursday,7,3
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,July,Thursday,7,3
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,July,Thursday,7,3
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,July,Friday,7,4
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000,July,Friday,7,4
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,July,Friday,7,4
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,July,Friday,7,4
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,July,Friday,7,4
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75,July,Saturday,7,5
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,July,Saturday,7,5
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,July,Sunday,7,6
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,July,Sunday,7,6
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,July,Monday,7,0
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,August,Tuesday,8,1
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,August,Tuesday,8,1
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,August,Tuesday,8,1
949,2023-08-02,CUST949,Female,41,Electronics,2,25,50,August,Wednesday,8,2
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,August,Thursday,8,3
27,2023-08-03,CUST027,Female,38,Beauty,2,25,50,August,Thursday,8,3
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,August,Thursday,8,3
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,August,Friday,8,4
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,August,Friday,8,4
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,August,Friday,8,4
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,August,Friday,8,4
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,August,Saturday,8,5
35,2023-08-05,CUST035,Female,58,Beauty,3,300,900,August,Saturday,8,5
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,August,Saturday,8,5
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,August,Saturday,8,5
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,August,Saturday,8,5
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,August,Saturday,8,5
13,2023-08-05,CUST013,Male,22,Electronics,3,500,1500,August,Saturday,8,5
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,August,Saturday,8,5
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000,August,Sunday,8,6
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,August,Sunday,8,6
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,August,Monday,8,0
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,August,Monday,8,0
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,August,Tuesday,8,1
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,August,Tuesday,8,1
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60,August,Tuesday,8,1
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,August,Tuesday,8,1
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,August,Wednesday,8,2
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,August,Wednesday,8,2
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,August,Wednesday,8,2
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,August,Wednesday,8,2
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,August,Thursday,8,3
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,August,Friday,8,4
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,August,Friday,8,4
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,August,Friday,8,4
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,August,Saturday,8,5
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,August,Saturday,8,5
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,August,Saturday,8,5
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,August,Saturday,8,5
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,August,Sunday,8,6
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,August,Sunday,8,6
926,2023-08-14,CUST926,Male,22,Electronics,1,30,30,August,Monday,8,0
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,August,Monday,8,0
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,August,Tuesday,8,1
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,August,Tuesday,8,1
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120,August,Tuesday,8,1
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,August,Tuesday,8,1
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,August,Tuesday,8,1
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,August,Tuesday,8,1
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,August,Thursday,8,3
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,August,Friday,8,4
29,2023-08-18,CUST029,Female,42,Electronics,1,30,30,August,Friday,8,4
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500,August,Friday,8,4
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500,August,Saturday,8,5
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,August,Saturday,8,5
981,2023-08-19,CUST981,Female,30,Electronics,2,30,60,August,Saturday,8,5
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,August,Saturday,8,5
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,August,Sunday,8,6
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,August,Monday,8,0
992,2023-08-21,CUST992,Female,57,Electronics,2,30,60,August,Monday,8,0
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,August,Monday,8,0
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000,August,Monday,8,0
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,August,Monday,8,0
73,2023-08-21,CUST073,Male,29,Electronics,3,30,90,August,Monday,8,0
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,August,Tuesday,8,1
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,August,Tuesday,8,1
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,August,Wednesday,8,2
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30,August,Wednesday,8,2
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,August,Wednesday,8,2
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,August,Thursday,8,3
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,August,Thursday,8,3
50,2023-08-24,CUST050,Female,27,Beauty,3,25,75,August,Thursday,8,3
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,August,Friday,8,4
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,August,Friday,8,4
92,2023-08-25,CUST092,Female,51,Electronics,4,30,120,August,Friday,8,4
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,August,Saturday,8,5
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,August,Saturday,8,5
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,August,Saturday,8,5
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,August,Sunday,8,6
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,August,Sunday,8,6
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,August,Sunday,8,6
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,August,Sunday,8,6
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,August,Monday,8,0
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,August,Monday,8,0
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,August,Monday,8,0
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,August,Tuesday,8,1
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,August,Tuesday,8,1
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100,August,Tuesday,8,1
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500,August,Tuesday,8,1
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,August,Thursday,8,3
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,August,Thursday,8,3
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,August,Thursday,8,3
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60,August,Thursday,8,3
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,August,Thursday,8,3
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,September,Friday,9,4
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,September,Friday,9,4
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,September,Friday,9,4
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25,September,Friday,9,4
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120,September,Saturday,9,5
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,September,Saturday,9,5
